systype,sysid,description,default_string,translation,context
9,3518,Budgets - Budget Hours,Budget Hours,Budget Hours,
9,3519,Budgets - Estimated Hours,Estimated Hours,Estimated Hours,
9,3520,Budgets - Estimated Cost,Estimated Cost,Estimated Cost,
9,3521,Budgets - Actual Hours,Actual Hours,Actual Hours,
9,3522,Budgets - Actual Cost,Actual Cost,Actual Cost,
9,3523,Budgets - Budget Days,Budget Days,Budget Days,
9,3524,Budgets - Estimated Days,Estimated Days,Estimated Days,
9,3525,Budgets - Actual Days,Actual Days,Actual Days,
9,3526,Budgets - Measure project budget times in days instead of hours,Measure project budget times in days instead of hours,Measure project budget times in days instead of hours,
9,3527,Budgets - Number of hours per day,Number of hours per day,Number of hours per day,
9,3528,Budgets - Budget Settings,Budget Settings,Budget Settings,
9,3529,Azure Mailbox - Azure Application (Client) Id,Azure Application (Client) Id,Azure Application (Client) Id,
9,3530,Azure Mailbox - Azure Application (Client) Secret,Azure Application (Client) Secret,Azure Application (Client) Secret,
9,3531,Azure Mailbox - Azure Tenant ID,Azure Tenant ID,Azure Tenant Id,
9,3532,Azure Mailbox - Re-Authorize,Re-Authorize,Re-Authorize,
9,3533,Azure Mailbox - Authorize,Authorize,Authorize,
9,3534,Asset Details - Supplier & Maintenance,$#supplier & Maintenance,$#supplier & Maintenance,
9,3535,Ticket Type Details - Set Team to the Agents default,Set $#section to the $#technicians default,Set $#section to the $#technicians default,
9,3536,Workflow Restrictions - Has Role,Has Role,Has Role,
9,3537,Workflow Restrictions - Doesn't Have Role,Doesn't Have Role,Doesn't Have Role,
9,3538,Azure Mailbox - Test Inbound,Test Inbound,Test Inbound,
9,3539,Azure Mailbox - Test Sending,Test Sending,Test Sending,
9,3540,Mailbox - Configure Default SMTP Settings,Configure Default SMTP Settings,Configure Default SMTP Settings,
9,3541,"Mailbox - Use Settings for Mailbox ""@@@""","Use Settings for Mailbox ""@@@""","Use Settings for Mailbox ""@@@""",
9,3542,Mailbox - Outgoing Email Defaults,Outgoing Email Defaults,Outgoing Email Defaults,
9,3543,Mailbox - Emails will be sent using the Office365/Azure Graph API using the same configuration as Incoming mail,Emails will be sent using the Office365/Azure Graph API using the same configuration as Incoming mail,Emails will be sent using the Office365/Azure Graph API using the same configuration as Incoming mail,
9,3544,End User Closure Confirmation - Confirm/Reject Closure,Confirm/Reject Closure,Confirm/Reject Closure,
9,3545,End User Closure Confirmation - This Ticket can now be closed,This $#request can now be closed,This $#request can now be closed,
9,3546,End User Closure Confirmation - Please enter your reason why this Ticket cannot be closed yet,Please enter your reason why this $#request cannot be closed yet,Please enter your reason why this $#request cannot be closed yet,
9,3547,End User Closure Confirmation - Any additional comments,Any additional comments,Any additional comments,
9,3548,Self Service Portal Configuration - Configuration,Configuration,Configuration,
9,3549,Self Service Portal Configuration - Use new self service portal,Use new self service portal,Use new self service portal,
9,3550,Self Service Portal Configuration - New Ticket Settings,New $#request Settings,New $#request Settings,
9,3551,Self Service Portal Configuration - Default Ticket Type,Default $#requesttype,Default $#requesttype,
9,3552,Self Service Portal Configuration - Send Acknowledgment Email,Send Acknowledgment Email,Send Acknowledgment Email,
9,3553,Self Service Portal Configuration - Message displayed after submitting new Ticket,Message displayed after submitting new $#request,Message displayed after submitting new $#request,
9,3554,Self Service Portal Configuration - Ticket Details Settings,$#request Details Settings,$#request Details Settings,
9,3555,Self Service Portal Configuration - Show SLA Compliance Information,Show SLA Compliance Information,Show SLA Compliance Information,
9,3556,Self Service Portal Configuration - Show workflow progress,Show workflow progress,Show workflow progress,
9,3557,Self Service Portal Configuration - New Action Settings,New Action Settings,New Action Settings,
9,3558,Self Service Portal Configuration - Closure Allowed,Closure Allowed,Closure Allowed,
9,3559,Self Service Portal Configuration - Users cannot close their Tickets,$#users cannot close their $#requests,$#users cannot close their $#requests,
9,3560,Self Service Portal Configuration - Users can close their Tickets,$#users can close their $#requests,$#users can close their $#requests,
9,3561,Self Service Portal - Please tick this box if your issue has been resolved,Please tick this box if your issue has been resolved,Please tick this box if your issue has been resolved,
9,3562,Self Service Portal Configuration - Portal Title,Portal Title,Portal Title,
9,3563,Self Service Portal Configuration - If unset your Organisations name will be used,If unset your $#organisations name will be used,If unset your $#organisations name will be used,
9,3564,Self Service Portal - New Ticket,New $#request,New $#request,
9,3565,Self Service Portal Configuration - Please complete the following form to submit a new ticket,Please complete the following form to submit a new $#request,Please complete the following form to submit a new $#request,
9,3566,Self Service Portal Configuration - * denotes a mandatory field,* denotes a mandatory field,* denotes a mandatory field,
9,3567,Self Service Portal - My Tickets,My $#requests,My $#requests,
9,3568,Self Service Portal - Open Tickets,Open $#requests,Open $#requests,
9,3569,Self Service Portal - Awaiting Input,Awaiting Input,Awaiting Input,
9,3570,Self Service Portal - Closed Tickets,Closed $#requests,Closed $#requests,
9,3571,Self Service Portal - All Tickets,All $#requests,All $#requests,
9,3572,Self Service Portal - No Tickets found,No $#requests found,No $#requests found,
9,3573,Self Service Portal - Create a new Ticket,Create a new $#request,Create a new $#request,
9,3574,Self Service Portal - Click here to create a new ticket.,Click here to create a new $#request.,Click here to create a new $#request.,
9,3575,"Self Service Portal - View your open and recently closed tickets, and view their progress or update them.","View your open and recently closed $#requests, and view their progress or update them.","View your open and recently closed $#requests, and view their progress or update them.",
9,3576,Self Service Portal - Service Catalogue,Service Catalogue,Service Catalog,
9,3577,Self Service Portal - Raise a service request from a list of Services.,Raise a service request from a list of Services.,Raise a service request from a list of Services.,
9,3578,Self Service Portal - Knowledge Base,Knowledge Base,Knowledge Base,
9,3579,Self Service Portal - View our frequently asked questions and help documentation.,View our frequently asked questions and help documentation.,View our frequently asked questions and help documentation.,
9,3580,Self Service Portal - Documents,Documents,Documents,
9,3581,Self Service Portal - View a list of your documents.,View a list of your documents.,View a list of your documents.,
9,3582,Self Service Portal - How can we help you today?,How can we help you today?,How can we help you today?,
9,3583,Self Service Portal - No Services found,No $#services found,No $#services found,
9,3584,Self Service Portal - Service Details,$#service Details,$#service Details,
9,3585,Self Service Portal - Available in approximately 1 day,Available in approximately 1 day,Available in approximately 1 day,
9,3586,Self Service Portal - Available in approximately @@@ days,Available in approximately @@@ days,Available in approximately @@@ days,
9,3587,"Self Service Portal - You have been subscribed to ""@@@""","You have been subscribed to ""@@@""","You have been subscribed to ""@@@""",
9,3588,Service Settings - New Ticket screen hint,New $#request screen hint,New $#request screen hint,
9,3589,Self Service Portal - Latest Update,Latest Update,Latest Update,
9,3590,Self Service Portal - Welcome to our Knowledge Base.,Welcome to our Knowledge Base.,Welcome to our Knowledge Base.,
